iter	MultiClass
667	0.764167046
668	0.7640714886
669	0.7639551332
670	0.7637945973
671	0.7636949755
672	0.7635701102
673	0.7634301768
674	0.7632853761
675	0.7632048644
676	0.7629974012
677	0.7628097503
678	0.7626189547
679	0.7624784116
680	0.7623390828
681	0.7622023711
682	0.7621019484
683	0.7619622331
684	0.7618729275
685	0.7617077986
686	0.7614668961
687	0.7613448286
688	0.76124742
689	0.761149372
690	0.7609803348
691	0.7609044388
692	0.7607779263
693	0.7606868236
694	0.7605109986
695	0.7603785191
696	0.7602621046
697	0.7601679383
698	0.7600584893
699	0.7599518583
700	0.759865828
701	0.7597952916
702	0.7596855375
703	0.7595422495
704	0.7593902369
705	0.7592584612
706	0.7590991067
707	0.7590099317
708	0.7589446523
709	0.7588386068
710	0.7586993653
711	0.7585642349
712	0.7584251838
713	0.7583176008
714	0.7582057189
715	0.7581061341
716	0.7580045699
717	0.757912117
718	0.7578024214
719	0.7576356472
720	0.7575581114
721	0.7573944804
722	0.7572679912
723	0.7571680364
724	0.7569958779
725	0.75687296
726	0.7567567775
727	0.7566789798
728	0.7565413917
729	0.7564494262
730	0.7563749088
731	0.7562445817
732	0.7561312137
733	0.7560458271
734	0.7559536707
735	0.7558652469
736	0.7557493932
737	0.7556578593
738	0.7554732645
739	0.7553276863
740	0.7552139781
741	0.7551594269
742	0.7549919497
743	0.7548525131
744	0.7546718672
745	0.7545534014
746	0.7543861669
747	0.7542801683
748	0.7541689082
749	0.7540500253
750	0.753944409
751	0.7538378117
752	0.7537060711
753	0.7535970104
754	0.7534634149
755	0.7533961821
756	0.7533143317
757	0.7531759723
758	0.753103315
759	0.7529867704
760	0.7528538886
761	0.7527769586
762	0.7526189566
763	0.7525020964
764	0.7523966248
765	0.7522136226
766	0.7521331336
767	0.7520908606
768	0.7519231332
769	0.7517866907
770	0.7516718884
771	0.7515708362
772	0.7514454986
773	0.7513224417
774	0.751248705
775	0.7511725494
776	0.7510915585
777	0.750955309
778	0.7508589604
779	0.7507927612
780	0.7506395409
781	0.7505425781
782	0.7503870878
783	0.7503302232
784	0.7502095176
785	0.7501366451
786	0.750026221
787	0.7499044474
788	0.7498006134
789	0.7496677696
790	0.7495597644
791	0.7494883934
792	0.7493408327
793	0.7492027257
794	0.7490593014
795	0.7489067342
796	0.7488427745
797	0.7487422617
798	0.748616436
799	0.7485009147
800	0.7483595677
801	0.7482752772
802	0.7481694271
803	0.7480635764
804	0.7479350751
805	0.7478214017
806	0.747729469
807	0.7476242262
808	0.7475159237
809	0.7474102541
810	0.7473395012
811	0.7472120925
812	0.747071615
813	0.7468821586
814	0.7467218003
815	0.7466392599
816	0.7465426435
817	0.7464597138
818	0.7463930781
819	0.7462369642
820	0.746060944
821	0.7459644232
822	0.7459038673
823	0.7458448634
824	0.7456741748
825	0.7456430345
826	0.7455171209
827	0.7454198156
828	0.7452571471
829	0.7451516828
830	0.745088065
831	0.7449875657
832	0.7448407501
833	0.7447251203
834	0.744643018
835	0.7445551106
836	0.7444275829
837	0.7442956725
838	0.744129082
839	0.744044626
840	0.7439992772
841	0.7438962031
842	0.7438005075
843	0.7436998215
844	0.7435673992
845	0.7435247874
846	0.7433710663
847	0.7432455141
848	0.7430948658
849	0.7430091161
850	0.742940673
851	0.7428561828
852	0.7427003586
853	0.7425922545
854	0.7424918985
855	0.7423731627
856	0.7422318959
857	0.7421333853
858	0.7420075164
859	0.7418644239
860	0.7418154204
861	0.7416942216
862	0.7416267363
863	0.7414601298
864	0.7414050451
865	0.7412888492
866	0.741171221
867	0.741048979
868	0.7409490238
869	0.740860185
870	0.7407802633
871	0.740732194
872	0.7406091969
873	0.74047865
874	0.7403842214
875	0.7402928831
876	0.7401642331
877	0.7400513289
878	0.7400041591
879	0.7398827067
880	0.7397620214
881	0.7396553139
882	0.7395577732
883	0.7394471107
884	0.7393260022
885	0.7392363254
886	0.7391328697
887	0.7389925886
888	0.7389223786
889	0.7387676535
890	0.738644046
891	0.7385136685
892	0.7383873135
893	0.7383001446
894	0.7382347145
895	0.7381044985
896	0.7380006331
897	0.7379012966
898	0.7378161378
899	0.7377588451
900	0.7376420507
901	0.7374624136
902	0.7373426744
903	0.7372545895
904	0.7371783678
905	0.7370904697
906	0.7370169726
907	0.7369459033
908	0.7368823579
909	0.7367708188
910	0.736653784
911	0.7365642805
912	0.7364597367
913	0.7363225249
914	0.7361407809
915	0.7360764359
916	0.7360311486
917	0.7359251855
918	0.735845883
919	0.7356718797
920	0.7356201833
921	0.7355276296
922	0.7354579848
923	0.7353237115
924	0.7351984124
925	0.7351201167
926	0.7350421539
927	0.7349911261
928	0.7348819975
929	0.7347749756
930	0.7346778533
931	0.7345688607
932	0.7344399198
933	0.7343226878
934	0.7342739427
935	0.7341863278
936	0.734140227
937	0.7340242476
938	0.733887374
939	0.7337356764
940	0.7336332946
941	0.733456975
942	0.7333262235
943	0.7331697185
944	0.7330679936
945	0.7329212471
946	0.7328230633
947	0.7327117864
948	0.7326314214
949	0.7325454553
950	0.7324033551
951	0.7323291756
952	0.7322428436
953	0.7320889998
954	0.7320376895
955	0.7319240402
956	0.7318547477
957	0.7317062112
958	0.7316064486
959	0.7314864859
960	0.7313542647
961	0.73128417
962	0.7311895823
963	0.7310440938
964	0.7309702412
965	0.730877196
966	0.7308243226
967	0.7307546211
968	0.7306889743
969	0.7306185168
970	0.7304666376
971	0.7303683855
972	0.7302832441
973	0.7302021349
974	0.7301383378
975	0.7299625893
976	0.729880368
977	0.7297372589
978	0.7296098685
979	0.7294731063
980	0.7293506754
981	0.72928784
982	0.729211723
983	0.7291327634
984	0.7290196969
985	0.7289436803
986	0.7288031115
987	0.728706078
988	0.7286455411
989	0.7285942038
990	0.7284919852
991	0.728385792
992	0.728331608
993	0.7282119502
994	0.7281120944
995	0.7279713381
996	0.7277834419
997	0.7276889848
998	0.7275476409
999	0.7274687574
